facility_id,stroke_measure_name,stroke_score,compared_to_national
400137,Death rate for stroke patients,Not Available,Number of Cases Too Small
400138,Death rate for stroke patients,Not Available,Not Available
400139,Death rate for stroke patients,Not Available,Not Available
403301,Death rate for stroke patients,Not Available,Not Available
410004,Death rate for stroke patients,Not Available,Number of Cases Too Small
410005,Death rate for stroke patients,Not Available,Number of Cases Too Small
410006,Death rate for stroke patients,12.9,No Different Than the National Rate
410007,Death rate for stroke patients,14.2,No Different Than the National Rate
410008,Death rate for stroke patients,14.9,No Different Than the National Rate
410009,Death rate for stroke patients,10.3,No Different Than the National Rate
410010,Death rate for stroke patients,Not Available,Not Available
410011,Death rate for stroke patients,12.4,No Different Than the National Rate
410012,Death rate for stroke patients,9.6,Better Than the National Rate
410013,Death rate for stroke patients,14.8,No Different Than the National Rate
41005F,Death rate for stroke patients,Not Available,Not Available
420002,Death rate for stroke patients,15.8,No Different Than the National Rate
420004,Death rate for stroke patients,13.3,No Different Than the National Rate
420005,Death rate for stroke patients,12.2,No Different Than the National Rate
420007,Death rate for stroke patients,15.3,No Different Than the National Rate
420009,Death rate for stroke patients,12.1,No Different Than the National Rate
420010,Death rate for stroke patients,13.5,No Different Than the National Rate
420011,Death rate for stroke patients,Not Available,Number of Cases Too Small
420015,Death rate for stroke patients,12.8,No Different Than the National Rate
420018,Death rate for stroke patients,14.7,No Different Than the National Rate
420019,Death rate for stroke patients,Not Available,Number of Cases Too Small
420020,Death rate for stroke patients,11.7,No Different Than the National Rate
420023,Death rate for stroke patients,13.2,No Different Than the National Rate
420026,Death rate for stroke patients,12.1,No Different Than the National Rate
420027,Death rate for stroke patients,14.5,No Different Than the National Rate
420030,Death rate for stroke patients,14.2,No Different Than the National Rate
420033,Death rate for stroke patients,12.5,No Different Than the National Rate
420036,Death rate for stroke patients,12.7,No Different Than the National Rate
420037,Death rate for stroke patients,12.3,No Different Than the National Rate
420038,Death rate for stroke patients,12.1,No Different Than the National Rate
420043,Death rate for stroke patients,Not Available,Number of Cases Too Small
420048,Death rate for stroke patients,12.9,No Different Than the National Rate
420049,Death rate for stroke patients,14,No Different Than the National Rate
420051,Death rate for stroke patients,12.7,No Different Than the National Rate
420053,Death rate for stroke patients,Not Available,Number of Cases Too Small
420055,Death rate for stroke patients,14.6,No Different Than the National Rate
420065,Death rate for stroke patients,11.6,No Different Than the National Rate
420067,Death rate for stroke patients,12.3,No Different Than the National Rate
420070,Death rate for stroke patients,12.7,No Different Than the National Rate
420071,Death rate for stroke patients,14.2,No Different Than the National Rate
420072,Death rate for stroke patients,Not Available,Number of Cases Too Small
420073,Death rate for stroke patients,14.8,No Different Than the National Rate
420078,Death rate for stroke patients,12.6,No Different Than the National Rate
420079,Death rate for stroke patients,12.9,No Different Than the National Rate
420080,Death rate for stroke patients,13.3,No Different Than the National Rate
420082,Death rate for stroke patients,18.1,No Different Than the National Rate
420085,Death rate for stroke patients,12.9,No Different Than the National Rate
420086,Death rate for stroke patients,11.7,No Different Than the National Rate
420087,Death rate for stroke patients,12.2,No Different Than the National Rate
420089,Death rate for stroke patients,15,No Different Than the National Rate
420091,Death rate for stroke patients,12.1,No Different Than the National Rate
420098,Death rate for stroke patients,13.2,No Different Than the National Rate
42009F,Death rate for stroke patients,Not Available,Not Available
420101,Death rate for stroke patients,14.9,No Different Than the National Rate
420102,Death rate for stroke patients,Not Available,Not Available
420103,Death rate for stroke patients,11,No Different Than the National Rate
420104,Death rate for stroke patients,12.2,No Different Than the National Rate
420105,Death rate for stroke patients,11.4,No Different Than the National Rate
420106,Death rate for stroke patients,Not Available,Number of Cases Too Small
420107,Death rate for stroke patients,Not Available,Number of Cases Too Small
420108,Death rate for stroke patients,Not Available,Number of Cases Too Small
420109,Death rate for stroke patients,13.4,No Different Than the National Rate
420110,Death rate for stroke patients,11.9,No Different Than the National Rate
42011F,Death rate for stroke patients,Not Available,Not Available
42029F,Death rate for stroke patients,Not Available,Not Available
421300,Death rate for stroke patients,Not Available,Number of Cases Too Small
421301,Death rate for stroke patients,Not Available,Number of Cases Too Small
421304,Death rate for stroke patients,Not Available,Number of Cases Too Small
423300,Death rate for stroke patients,Not Available,Not Available
430005,Death rate for stroke patients,14.1,No Different Than the National Rate
430008,Death rate for stroke patients,14,No Different Than the National Rate
430012,Death rate for stroke patients,12.7,No Different Than the National Rate
430014,Death rate for stroke patients,14.6,No Different Than the National Rate
430015,Death rate for stroke patients,13.1,No Different Than the National Rate
430016,Death rate for stroke patients,13.4,No Different Than the National Rate
430027,Death rate for stroke patients,10,Better Than the National Rate
43002F,Death rate for stroke patients,Not Available,Not Available
430048,Death rate for stroke patients,Not Available,Number of Cases Too Small
43005F,Death rate for stroke patients,Not Available,Not Available
430077,Death rate for stroke patients,12.8,No Different Than the National Rate
430084,Death rate for stroke patients,Not Available,Not Available
430089,Death rate for stroke patients,Not Available,Not Available
430090,Death rate for stroke patients,Not Available,Not Available
430091,Death rate for stroke patients,Not Available,Not Available
430093,Death rate for stroke patients,Not Available,Not Available
430095,Death rate for stroke patients,Not Available,Number of Cases Too Small
430097,Death rate for stroke patients,Not Available,Number of Cases Too Small
430098,Death rate for stroke patients,Not Available,Not Available
430099,Death rate for stroke patients,Not Available,Not Available
431300,Death rate for stroke patients,Not Available,Number of Cases Too Small
431301,Death rate for stroke patients,Not Available,Number of Cases Too Small
431302,Death rate for stroke patients,Not Available,Number of Cases Too Small
431305,Death rate for stroke patients,Not Available,Not Available
431306,Death rate for stroke patients,Not Available,Number of Cases Too Small
431307,Death rate for stroke patients,Not Available,Not Available
431308,Death rate for stroke patients,Not Available,Not Available
431309,Death rate for stroke patients,Not Available,Number of Cases Too Small
431310,Death rate for stroke patients,Not Available,Number of Cases Too Small
431311,Death rate for stroke patients,Not Available,Number of Cases Too Small
431312,Death rate for stroke patients,Not Available,Number of Cases Too Small
431313,Death rate for stroke patients,Not Available,Number of Cases Too Small
431314,Death rate for stroke patients,Not Available,Not Available
431315,Death rate for stroke patients,Not Available,Not Available
431316,Death rate for stroke patients,Not Available,Number of Cases Too Small
431317,Death rate for stroke patients,Not Available,Not Available
431318,Death rate for stroke patients,Not Available,Not Available
431319,Death rate for stroke patients,Not Available,Number of Cases Too Small
431320,Death rate for stroke patients,Not Available,Number of Cases Too Small
431321,Death rate for stroke patients,Not Available,Number of Cases Too Small
431322,Death rate for stroke patients,Not Available,Number of Cases Too Small
431323,Death rate for stroke patients,Not Available,Number of Cases Too Small
431324,Death rate for stroke patients,Not Available,Number of Cases Too Small
431325,Death rate for stroke patients,Not Available,Number of Cases Too Small
431326,Death rate for stroke patients,Not Available,Number of Cases Too Small
431327,Death rate for stroke patients,Not Available,Number of Cases Too Small
431328,Death rate for stroke patients,Not Available,Not Available
431329,Death rate for stroke patients,Not Available,Not Available
431330,Death rate for stroke patients,Not Available,Number of Cases Too Small
431331,Death rate for stroke patients,Not Available,Number of Cases Too Small
431332,Death rate for stroke patients,Not Available,Number of Cases Too Small
431333,Death rate for stroke patients,Not Available,Number of Cases Too Small
431334,Death rate for stroke patients,Not Available,Number of Cases Too Small
431335,Death rate for stroke patients,Not Available,Number of Cases Too Small
431336,Death rate for stroke patients,Not Available,Number of Cases Too Small
431337,Death rate for stroke patients,Not Available,Number of Cases Too Small
431338,Death rate for stroke patients,Not Available,Number of Cases Too Small
431339,Death rate for stroke patients,Not Available,Number of Cases Too Small
431340,Death rate for stroke patients,13.2,No Different Than the National Rate
431383,Death rate for stroke patients,Not Available,Not Available
433300,Death rate for stroke patients,Not Available,Not Available
440001,Death rate for stroke patients,Not Available,Number of Cases Too Small
440002,Death rate for stroke patients,13.2,No Different Than the National Rate
440003,Death rate for stroke patients,13.1,No Different Than the National Rate
440006,Death rate for stroke patients,16.2,Worse Than the National Rate
440007,Death rate for stroke patients,Not Available,Number of Cases Too Small
440008,Death rate for stroke patients,Not Available,Not Available
440009,Death rate for stroke patients,14.2,No Different Than the National Rate
440011,Death rate for stroke patients,14,No Different Than the National Rate
440012,Death rate for stroke patients,13.2,No Different Than the National Rate
440015,Death rate for stroke patients,15.4,Worse Than the National Rate
440016,Death rate for stroke patients,Not Available,Number of Cases Too Small
440017,Death rate for stroke patients,13.4,No Different Than the National Rate
440018,Death rate for stroke patients,Not Available,Number of Cases Too Small
440020,Death rate for stroke patients,12.6,No Different Than the National Rate
440029,Death rate for stroke patients,13.8,No Different Than the National Rate
440030,Death rate for stroke patients,16.3,No Different Than the National Rate
440031,Death rate for stroke patients,13.4,No Different Than the National Rate
440032,Death rate for stroke patients,Not Available,Number of Cases Too Small
440033,Death rate for stroke patients,Not Available,Number of Cases Too Small
440034,Death rate for stroke patients,12.9,No Different Than the National Rate
440035,Death rate for stroke patients,17.8,No Different Than the National Rate
440039,Death rate for stroke patients,15.4,No Different Than the National Rate
440046,Death rate for stroke patients,11.6,No Different Than the National Rate
440048,Death rate for stroke patients,13.3,No Different Than the National Rate
440049,Death rate for stroke patients,13.9,No Different Than the National Rate
440050,Death rate for stroke patients,13,No Different Than the National Rate
440053,Death rate for stroke patients,11.2,No Different Than the National Rate
440056,Death rate for stroke patients,14.4,No Different Than the National Rate
440057,Death rate for stroke patients,Not Available,Number of Cases Too Small
440058,Death rate for stroke patients,14.1,No Different Than the National Rate
440059,Death rate for stroke patients,14.5,No Different Than the National Rate
440060,Death rate for stroke patients,Not Available,Number of Cases Too Small
440061,Death rate for stroke patients,Not Available,Number of Cases Too Small
440063,Death rate for stroke patients,18.4,Worse Than the National Rate
440065,Death rate for stroke patients,14.5,No Different Than the National Rate
440068,Death rate for stroke patients,11.6,No Different Than the National Rate
440072,Death rate for stroke patients,Not Available,Number of Cases Too Small
440073,Death rate for stroke patients,21.4,Worse Than the National Rate
440081,Death rate for stroke patients,11.4,No Different Than the National Rate
440082,Death rate for stroke patients,13.4,No Different Than the National Rate
440084,Death rate for stroke patients,14.5,No Different Than the National Rate
440091,Death rate for stroke patients,13.4,No Different Than the National Rate
440102,Death rate for stroke patients,Not Available,Number of Cases Too Small
440104,Death rate for stroke patients,14.6,No Different Than the National Rate
440109,Death rate for stroke patients,Not Available,Number of Cases Too Small
440110,Death rate for stroke patients,12.5,No Different Than the National Rate
440111,Death rate for stroke patients,Not Available,Number of Cases Too Small
440120,Death rate for stroke patients,10.8,No Different Than the National Rate
440125,Death rate for stroke patients,14.5,No Different Than the National Rate
440130,Death rate for stroke patients,12.1,No Different Than the National Rate
440131,Death rate for stroke patients,Not Available,Number of Cases Too Small
440132,Death rate for stroke patients,Not Available,Number of Cases Too Small
440137,Death rate for stroke patients,Not Available,Number of Cases Too Small
44013F,Death rate for stroke patients,Not Available,Not Available
440144,Death rate for stroke patients,13.9,No Different Than the National Rate
440148,Death rate for stroke patients,Not Available,Number of Cases Too Small
440150,Death rate for stroke patients,13.1,No Different Than the National Rate
440151,Death rate for stroke patients,Not Available,Number of Cases Too Small
440152,Death rate for stroke patients,Not Available,Number of Cases Too Small
440153,Death rate for stroke patients,Not Available,Number of Cases Too Small
440156,Death rate for stroke patients,11.1,No Different Than the National Rate
440159,Death rate for stroke patients,Not Available,Not Available
440161,Death rate for stroke patients,14.6,No Different Than the National Rate
44016F,Death rate for stroke patients,Not Available,Not Available
440173,Death rate for stroke patients,12.4,No Different Than the National Rate
440175,Death rate for stroke patients,14.3,No Different Than the National Rate
440176,Death rate for stroke patients,Not Available,Number of Cases Too Small
44017F,Death rate for stroke patients,Not Available,Not Available
440183,Death rate for stroke patients,14.6,No Different Than the National Rate
440184,Death rate for stroke patients,Not Available,Number of Cases Too Small
440185,Death rate for stroke patients,12.7,No Different Than the National Rate
440187,Death rate for stroke patients,Not Available,Number of Cases Too Small
44018F,Death rate for stroke patients,Not Available,Not Available
440192,Death rate for stroke patients,Not Available,Number of Cases Too Small
440193,Death rate for stroke patients,11.2,No Different Than the National Rate
440194,Death rate for stroke patients,12.1,No Different Than the National Rate
440197,Death rate for stroke patients,13.8,No Different Than the National Rate
440200,Death rate for stroke patients,Not Available,Number of Cases Too Small
440218,Death rate for stroke patients,Not Available,Not Available
440227,Death rate for stroke patients,11.8,No Different Than the National Rate
440228,Death rate for stroke patients,12.4,No Different Than the National Rate
440231,Death rate for stroke patients,Not Available,Not Available
440238,Death rate for stroke patients,Not Available,Not Available
441300,Death rate for stroke patients,Not Available,Number of Cases Too Small
441301,Death rate for stroke patients,Not Available,Number of Cases Too Small
441303,Death rate for stroke patients,Not Available,Number of Cases Too Small
441304,Death rate for stroke patients,Not Available,Not Available
441305,Death rate for stroke patients,Not Available,Number of Cases Too Small
441306,Death rate for stroke patients,Not Available,Number of Cases Too Small
441307,Death rate for stroke patients,Not Available,Number of Cases Too Small
441309,Death rate for stroke patients,Not Available,Number of Cases Too Small
441310,Death rate for stroke patients,Not Available,Number of Cases Too Small
441313,Death rate for stroke patients,Not Available,Not Available
441314,Death rate for stroke patients,Not Available,Number of Cases Too Small
441316,Death rate for stroke patients,Not Available,Not Available
441320,Death rate for stroke patients,Not Available,Not Available
441322,Death rate for stroke patients,Not Available,Number of Cases Too Small
441323,Death rate for stroke patients,Not Available,Not Available
443302,Death rate for stroke patients,Not Available,Not Available
443303,Death rate for stroke patients,Not Available,Not Available
450002,Death rate for stroke patients,Not Available,Number of Cases Too Small
450007,Death rate for stroke patients,15.4,No Different Than the National Rate
450010,Death rate for stroke patients,15,No Different Than the National Rate
450011,Death rate for stroke patients,13.3,No Different Than the National Rate
450015,Death rate for stroke patients,13.1,No Different Than the National Rate
450018,Death rate for stroke patients,16.4,No Different Than the National Rate
450021,Death rate for stroke patients,12.2,No Different Than the National Rate
450023,Death rate for stroke patients,13.7,No Different Than the National Rate
450024,Death rate for stroke patients,13.9,No Different Than the National Rate
450028,Death rate for stroke patients,12.2,No Different Than the National Rate
450029,Death rate for stroke patients,11.8,No Different Than the National Rate
450032,Death rate for stroke patients,13.3,No Different Than the National Rate
450033,Death rate for stroke patients,13.1,No Different Than the National Rate
450034,Death rate for stroke patients,12,No Different Than the National Rate
450035,Death rate for stroke patients,Not Available,Number of Cases Too Small
450039,Death rate for stroke patients,11.8,No Different Than the National Rate
450040,Death rate for stroke patients,15.5,No Different Than the National Rate
450042,Death rate for stroke patients,14.4,No Different Than the National Rate
450044,Death rate for stroke patients,11.9,No Different Than the National Rate
450046,Death rate for stroke patients,13.9,No Different Than the National Rate
450051,Death rate for stroke patients,12.6,No Different Than the National Rate
450054,Death rate for stroke patients,13,No Different Than the National Rate
450055,Death rate for stroke patients,Not Available,Number of Cases Too Small
450056,Death rate for stroke patients,10.5,Better Than the National Rate
450058,Death rate for stroke patients,13.2,No Different Than the National Rate
450064,Death rate for stroke patients,13.4,No Different Than the National Rate
450068,Death rate for stroke patients,12.9,No Different Than the National Rate
450072,Death rate for stroke patients,12.7,No Different Than the National Rate
450079,Death rate for stroke patients,10.9,No Different Than the National Rate
450080,Death rate for stroke patients,11.5,No Different Than the National Rate
450082,Death rate for stroke patients,Not Available,Number of Cases Too Small
450083,Death rate for stroke patients,15,No Different Than the National Rate
450087,Death rate for stroke patients,12.9,No Different Than the National Rate
450090,Death rate for stroke patients,13.6,No Different Than the National Rate
450092,Death rate for stroke patients,Not Available,Number of Cases Too Small
450097,Death rate for stroke patients,12.3,No Different Than the National Rate
450101,Death rate for stroke patients,14.6,No Different Than the National Rate
450102,Death rate for stroke patients,15.7,Worse Than the National Rate
450104,Death rate for stroke patients,14.6,No Different Than the National Rate
450107,Death rate for stroke patients,15.9,No Different Than the National Rate
450108,Death rate for stroke patients,Not Available,Number of Cases Too Small
450119,Death rate for stroke patients,14.9,No Different Than the National Rate
450124,Death rate for stroke patients,11.8,No Different Than the National Rate
450128,Death rate for stroke patients,Not Available,Number of Cases Too Small
450132,Death rate for stroke patients,14,No Different Than the National Rate
450133,Death rate for stroke patients,14.2,No Different Than the National Rate
450135,Death rate for stroke patients,15.8,Worse Than the National Rate
450137,Death rate for stroke patients,11.7,No Different Than the National Rate
450143,Death rate for stroke patients,Not Available,Not Available
450144,Death rate for stroke patients,Not Available,Number of Cases Too Small
450147,Death rate for stroke patients,13.2,No Different Than the National Rate
450148,Death rate for stroke patients,Not Available,Number of Cases Too Small
450152,Death rate for stroke patients,11.9,No Different Than the National Rate
450154,Death rate for stroke patients,Not Available,Number of Cases Too Small
450155,Death rate for stroke patients,Not Available,Number of Cases Too Small
450162,Death rate for stroke patients,Not Available,Not Available
450163,Death rate for stroke patients,Not Available,Number of Cases Too Small
450165,Death rate for stroke patients,Not Available,Number of Cases Too Small
450176,Death rate for stroke patients,13.3,No Different Than the National Rate
450184,Death rate for stroke patients,12,No Different Than the National Rate
450193,Death rate for stroke patients,11.1,No Different Than the National Rate
450194,Death rate for stroke patients,Not Available,Number of Cases Too Small
450196,Death rate for stroke patients,13.5,No Different Than the National Rate
450200,Death rate for stroke patients,Not Available,Not Available
450203,Death rate for stroke patients,11.9,No Different Than the National Rate
450209,Death rate for stroke patients,16.1,No Different Than the National Rate
450210,Death rate for stroke patients,Not Available,Number of Cases Too Small
450211,Death rate for stroke patients,15.7,No Different Than the National Rate
450213,Death rate for stroke patients,12.8,No Different Than the National Rate
450222,Death rate for stroke patients,13.7,No Different Than the National Rate
450229,Death rate for stroke patients,12.9,No Different Than the National Rate
450231,Death rate for stroke patients,12.8,No Different Than the National Rate
450235,Death rate for stroke patients,Not Available,Number of Cases Too Small
450236,Death rate for stroke patients,13.2,No Different Than the National Rate
450237,Death rate for stroke patients,15.3,No Different Than the National Rate
450241,Death rate for stroke patients,Not Available,Number of Cases Too Small
450253,Death rate for stroke patients,Not Available,Not Available
450271,Death rate for stroke patients,Not Available,Not Available
450272,Death rate for stroke patients,12,No Different Than the National Rate
450289,Death rate for stroke patients,Not Available,Number of Cases Too Small
450292,Death rate for stroke patients,Not Available,Number of Cases Too Small
450324,Death rate for stroke patients,10.8,No Different Than the National Rate
450330,Death rate for stroke patients,Not Available,Number of Cases Too Small
450346,Death rate for stroke patients,11.4,No Different Than the National Rate
450347,Death rate for stroke patients,13.8,No Different Than the National Rate
450351,Death rate for stroke patients,Not Available,Number of Cases Too Small
450352,Death rate for stroke patients,11.2,No Different Than the National Rate
450358,Death rate for stroke patients,10.3,Better Than the National Rate
450369,Death rate for stroke patients,Not Available,Number of Cases Too Small
450370,Death rate for stroke patients,Not Available,Number of Cases Too Small
450372,Death rate for stroke patients,11.3,No Different Than the National Rate
450379,Death rate for stroke patients,Not Available,Number of Cases Too Small
450388,Death rate for stroke patients,12.2,No Different Than the National Rate
450389,Death rate for stroke patients,12.4,No Different Than the National Rate
450395,Death rate for stroke patients,Not Available,Number of Cases Too Small
450399,Death rate for stroke patients,Not Available,Number of Cases Too Small
450400,Death rate for stroke patients,Not Available,Number of Cases Too Small
450403,Death rate for stroke patients,11.3,No Different Than the National Rate
450411,Death rate for stroke patients,Not Available,Number of Cases Too Small
450419,Death rate for stroke patients,Not Available,Number of Cases Too Small
450422,Death rate for stroke patients,Not Available,Not Available
450424,Death rate for stroke patients,13.7,No Different Than the National Rate
450431,Death rate for stroke patients,11,No Different Than the National Rate
450447,Death rate for stroke patients,13,No Different Than the National Rate
450451,Death rate for stroke patients,Not Available,Number of Cases Too Small
450460,Death rate for stroke patients,Not Available,Not Available
450462,Death rate for stroke patients,14.6,No Different Than the National Rate
450465,Death rate for stroke patients,Not Available,Number of Cases Too Small
450469,Death rate for stroke patients,11.6,No Different Than the National Rate
450475,Death rate for stroke patients,Not Available,Number of Cases Too Small
450484,Death rate for stroke patients,12.3,No Different Than the National Rate
450489,Death rate for stroke patients,Not Available,Number of Cases Too Small
450498,Death rate for stroke patients,Not Available,Not Available
450508,Death rate for stroke patients,Not Available,Number of Cases Too Small
450518,Death rate for stroke patients,12.3,No Different Than the National Rate
450537,Death rate for stroke patients,15.3,No Different Than the National Rate
450539,Death rate for stroke patients,Not Available,Number of Cases Too Small
450563,Death rate for stroke patients,10.4,No Different Than the National Rate
450565,Death rate for stroke patients,Not Available,Number of Cases Too Small
450571,Death rate for stroke patients,16.6,No Different Than the National Rate
450573,Death rate for stroke patients,Not Available,Number of Cases Too Small
450584,Death rate for stroke patients,Not Available,Number of Cases Too Small
450587,Death rate for stroke patients,14.8,No Different Than the National Rate
450596,Death rate for stroke patients,12.9,No Different Than the National Rate
450597,Death rate for stroke patients,Not Available,Number of Cases Too Small
450604,Death rate for stroke patients,15.3,No Different Than the National Rate
45060F,Death rate for stroke patients,Not Available,Not Available
450610,Death rate for stroke patients,12.8,No Different Than the National Rate
450617,Death rate for stroke patients,14.6,No Different Than the National Rate
450634,Death rate for stroke patients,14.5,No Different Than the National Rate
450638,Death rate for stroke patients,11,No Different Than the National Rate
450639,Death rate for stroke patients,11.9,No Different Than the National Rate
450641,Death rate for stroke patients,Not Available,Number of Cases Too Small
450643,Death rate for stroke patients,11.8,No Different Than the National Rate
450644,Death rate for stroke patients,11.8,No Different Than the National Rate
450647,Death rate for stroke patients,12.4,No Different Than the National Rate
450651,Death rate for stroke patients,13.5,No Different Than the National Rate
450653,Death rate for stroke patients,Not Available,Number of Cases Too Small
450654,Death rate for stroke patients,Not Available,Number of Cases Too Small
450656,Death rate for stroke patients,13.3,No Different Than the National Rate
450658,Death rate for stroke patients,Not Available,Number of Cases Too Small
450659,Death rate for stroke patients,Not Available,Number of Cases Too Small
450661,Death rate for stroke patients,14.7,No Different Than the National Rate
450662,Death rate for stroke patients,12.5,No Different Than the National Rate
450668,Death rate for stroke patients,12.1,No Different Than the National Rate
450669,Death rate for stroke patients,12.5,No Different Than the National Rate
45066F,Death rate for stroke patients,Not Available,Not Available
450670,Death rate for stroke patients,12.9,No Different Than the National Rate
450672,Death rate for stroke patients,12.9,No Different Than the National Rate
450674,Death rate for stroke patients,Not Available,Not Available
450675,Death rate for stroke patients,14.5,No Different Than the National Rate
450677,Death rate for stroke patients,13.6,No Different Than the National Rate
450678,Death rate for stroke patients,Not Available,Number of Cases Too Small
450684,Death rate for stroke patients,11.6,No Different Than the National Rate
450686,Death rate for stroke patients,16.8,No Different Than the National Rate
450688,Death rate for stroke patients,13.7,No Different Than the National Rate
45068F,Death rate for stroke patients,Not Available,Not Available
450690,Death rate for stroke patients,Not Available,Number of Cases Too Small
450694,Death rate for stroke patients,Not Available,Number of Cases Too Small
450698,Death rate for stroke patients,Not Available,Number of Cases Too Small
45069F,Death rate for stroke patients,Not Available,Not Available
450702,Death rate for stroke patients,12.5,No Different Than the National Rate
450709,Death rate for stroke patients,11.5,No Different Than the National Rate
45070F,Death rate for stroke patients,Not Available,Not Available
450711,Death rate for stroke patients,12.6,No Different Than the National Rate
450713,Death rate for stroke patients,10.6,No Different Than the National Rate
450718,Death rate for stroke patients,13.4,No Different Than the National Rate
450723,Death rate for stroke patients,13.8,No Different Than the National Rate
450730,Death rate for stroke patients,Not Available,Number of Cases Too Small
450742,Death rate for stroke patients,14,No Different Than the National Rate
450743,Death rate for stroke patients,12.7,No Different Than the National Rate
450747,Death rate for stroke patients,16.8,No Different Than the National Rate
45074F,Death rate for stroke patients,Not Available,Not Available
450755,Death rate for stroke patients,Not Available,Not Available
450771,Death rate for stroke patients,12.9,No Different Than the National Rate
450774,Death rate for stroke patients,Not Available,Not Available
450775,Death rate for stroke patients,10,Better Than the National Rate
450779,Death rate for stroke patients,14.5,No Different Than the National Rate
450788,Death rate for stroke patients,12.9,No Different Than the National Rate
450801,Death rate for stroke patients,12.7,No Different Than the National Rate
450804,Death rate for stroke patients,Not Available,Not Available
450808,Death rate for stroke patients,Not Available,Not Available
450809,Death rate for stroke patients,11.7,No Different Than the National Rate
450820,Death rate for stroke patients,11.2,No Different Than the National Rate
450822,Death rate for stroke patients,13.9,No Different Than the National Rate
450825,Death rate for stroke patients,Not Available,Not Available
450827,Death rate for stroke patients,Not Available,Number of Cases Too Small
450828,Death rate for stroke patients,Not Available,Number of Cases Too Small
450831,Death rate for stroke patients,Not Available,Not Available
450833,Death rate for stroke patients,Not Available,Number of Cases Too Small
450834,Death rate for stroke patients,Not Available,Not Available
450840,Death rate for stroke patients,14.7,No Different Than the National Rate
450844,Death rate for stroke patients,10.5,Better Than the National Rate
450847,Death rate for stroke patients,14.7,No Different Than the National Rate
450848,Death rate for stroke patients,14.1,No Different Than the National Rate
450851,Death rate for stroke patients,Not Available,Number of Cases Too Small
450853,Death rate for stroke patients,Not Available,Not Available
450855,Death rate for stroke patients,Not Available,Number of Cases Too Small
450856,Death rate for stroke patients,Not Available,Not Available
450860,Death rate for stroke patients,Not Available,Not Available
450862,Death rate for stroke patients,13.2,No Different Than the National Rate
450864,Death rate for stroke patients,Not Available,Not Available
450865,Death rate for stroke patients,Not Available,Number of Cases Too Small
450867,Death rate for stroke patients,Not Available,Number of Cases Too Small
450869,Death rate for stroke patients,14.2,No Different Than the National Rate
45086F,Death rate for stroke patients,Not Available,Not Available
450872,Death rate for stroke patients,Not Available,Number of Cases Too Small
450874,Death rate for stroke patients,Not Available,Not Available
450875,Death rate for stroke patients,Not Available,Not Available
450876,Death rate for stroke patients,Not Available,Number of Cases Too Small
450880,Death rate for stroke patients,Not Available,Not Available
450883,Death rate for stroke patients,Not Available,Not Available
450885,Death rate for stroke patients,12.6,No Different Than the National Rate
450888,Death rate for stroke patients,Not Available,Not Available
450889,Death rate for stroke patients,Not Available,Not Available
450890,Death rate for stroke patients,10.5,No Different Than the National Rate
450891,Death rate for stroke patients,Not Available,Not Available
450893,Death rate for stroke patients,Not Available,Not Available
45090F,Death rate for stroke patients,Not Available,Not Available
451300,Death rate for stroke patients,Not Available,Not Available
451301,Death rate for stroke patients,Not Available,Not Available
451303,Death rate for stroke patients,Not Available,Number of Cases Too Small
451304,Death rate for stroke patients,Not Available,Not Available
451305,Death rate for stroke patients,Not Available,Not Available
451306,Death rate for stroke patients,Not Available,Number of Cases Too Small
451307,Death rate for stroke patients,Not Available,Number of Cases Too Small
451308,Death rate for stroke patients,Not Available,Number of Cases Too Small
451309,Death rate for stroke patients,Not Available,Not Available
451310,Death rate for stroke patients,Not Available,Number of Cases Too Small
451311,Death rate for stroke patients,Not Available,Not Available
451312,Death rate for stroke patients,Not Available,Not Available
451313,Death rate for stroke patients,Not Available,Number of Cases Too Small
451314,Death rate for stroke patients,Not Available,Not Available
451315,Death rate for stroke patients,Not Available,Not Available
451316,Death rate for stroke patients,Not Available,Not Available
451317,Death rate for stroke patients,Not Available,Not Available
451318,Death rate for stroke patients,Not Available,Not Available
451319,Death rate for stroke patients,Not Available,Number of Cases Too Small
451320,Death rate for stroke patients,Not Available,Not Available
451322,Death rate for stroke patients,Not Available,Not Available
451323,Death rate for stroke patients,Not Available,Number of Cases Too Small
451324,Death rate for stroke patients,Not Available,Not Available
451325,Death rate for stroke patients,Not Available,Not Available
451328,Death rate for stroke patients,Not Available,Not Available
451329,Death rate for stroke patients,Not Available,Not Available
451330,Death rate for stroke patients,Not Available,Number of Cases Too Small
451331,Death rate for stroke patients,Not Available,Not Available
451332,Death rate for stroke patients,Not Available,Not Available
451333,Death rate for stroke patients,Not Available,Not Available
451334,Death rate for stroke patients,Not Available,Not Available
451335,Death rate for stroke patients,Not Available,Not Available
451337,Death rate for stroke patients,Not Available,Not Available
451338,Death rate for stroke patients,Not Available,Not Available
451339,Death rate for stroke patients,Not Available,Not Available
451340,Death rate for stroke patients,Not Available,Not Available
451341,Death rate for stroke patients,Not Available,Not Available
451342,Death rate for stroke patients,Not Available,Not Available
451343,Death rate for stroke patients,Not Available,Number of Cases Too Small
451344,Death rate for stroke patients,Not Available,Not Available
451346,Death rate for stroke patients,Not Available,Number of Cases Too Small
451347,Death rate for stroke patients,Not Available,Number of Cases Too Small
451348,Death rate for stroke patients,Not Available,Not Available
